,num_decks,running_count,lower,avg,upper
666,2,6,-172.0,-258.0,-516.0
667,2,7,-106.0,-159.0,-318.0
668,2,8,-126.0,-189.0,-378.0
669,2,9,-164.0,-245.99999999999997,-491.99999999999994
670,2,10,-128.0,-192.0,-384.0
671,2,11,-166.0,-248.99999999999997,-497.99999999999994
672,2,12,-120.0,-180.0,-360.0
673,2,13,-172.0,-258.0,-516.0
674,2,14,-154.0,-230.99999999999997,-461.99999999999994
675,2,15,-174.0,-261.0,-522.0
676,2,16,-102.0,-153.0,-306.0
677,2,17,-88.0,-132.0,-264.0
678,2,18,-118.0,-177.0,-354.0
679,2,19,-146.0,-218.99999999999997,-437.99999999999994
680,2,20,-138.0,-206.99999999999997,-413.99999999999994
681,2,21,-124.0,-186.0,-372.0
682,2,22,-20.0,-29.999999999999996,-59.99999999999999
683,2,23,26.0,39.0,78.0
684,2,24,-104.0,-156.0,-312.0
685,2,25,-92.0,-138.0,-276.0
686,2,26,-34.0,-50.99999999999999,-101.99999999999999
687,2,27,-92.0,-138.0,-276.0
688,2,28,-118.0,-177.0,-354.0
689,2,29,16.0,24.0,48.0
690,2,30,-50.0,-75.0,-150.0
691,2,31,-116.0,-174.0,-348.0
692,2,32,-38.0,-56.99999999999999,-113.99999999999999
693,2,33,-32.0,-48.0,-96.0
694,2,34,-16.0,-24.0,-48.0
695,2,35,60.0,90.0,180.0
696,2,36,110.0,165.0,330.0
697,2,37,120.0,180.0,360.0
698,2,38,22.0,33.0,66.0
699,2,39,220.0,330.0,660.0
700,1,0,-48.0,-72.0,-144.0
701,1,1,-150.0,-224.99999999999997,-449.99999999999994
702,1,2,-150.0,-224.99999999999997,-449.99999999999994
703,1,3,-126.0,-189.0,-378.0
704,1,4,-102.0,-153.0,-306.0
705,1,5,-138.0,-206.99999999999997,-413.99999999999994
706,1,6,2.0,3.0,6.0
707,1,7,-74.0,-110.99999999999999,-221.99999999999997
708,1,8,-60.0,-90.0,-180.0
709,1,9,-120.0,-180.0,-360.0
710,1,10,-48.0,-72.0,-144.0
711,1,11,-84.0,-125.99999999999999,-251.99999999999997
712,1,12,-70.0,-104.99999999999999,-209.99999999999997
713,1,13,-116.0,-174.0,-348.0
714,1,14,-6.0,-9.0,-18.0
715,1,15,-10.0,-14.999999999999998,-29.999999999999996
716,1,16,38.0,56.99999999999999,113.99999999999999
717,1,17,116.0,174.0,348.0
718,1,18,128.0,192.0,384.0
719,1,19,206.0,309.0,618.0
